modulus,mask_proportion,shots,successes
671,0.0,55000,19045.234375
671,0.5,55000,9457.33203125
671,0.1,55000,17517.8828125
671,0.9,55000,1949.7918701171875
671,0.01,55000,18895.498046875
679,0.0,55000,22695.333984375
679,0.5,55000,12707.6005859375
679,0.1,55000,21499.587890625
679,0.9,55000,2380.66064453125
679,0.01,55000,22663.734375
681,0.0,55000,13889.521484375
681,0.5,55000,8091.20361328125
681,0.1,55000,13194.6806640625
681,0.9,55000,1457.005859375
681,0.01,55000,13814.9296875
685,0.0,55000,27568.16796875
685,0.5,55000,13977.8369140625
685,0.1,55000,25138.498046875
685,0.9,55000,2805.228515625
685,0.01,55000,27381.41015625
687,0.0,55000,26189.115234375
687,0.5,55000,13465.9375
687,0.1,55000,23828.71484375
687,0.9,55000,2652.224365234375
687,0.01,55000,26033.400390625
689,0.0,55000,23414.10546875
689,0.5,55000,11475.2734375
689,0.1,55000,21053.716796875
689,0.9,55000,2331.524169921875
689,0.01,55000,23218.126953125
695,0.0,55000,29863.228515625
695,0.5,55000,15799.171875
695,0.1,55000,27669.349609375
695,0.9,55000,3050.0712890625
695,0.01,55000,29735.4140625
697,0.0,55000,29911.560546875
697,0.5,55000,15864.25390625
697,0.1,55000,27600.5703125
697,0.9,55000,3086.693359375
697,0.01,55000,29706.265625
699,0.0,55000,26952.642578125
699,0.5,55000,14138.5556640625
699,0.1,55000,24798.025390625
699,0.9,55000,2755.087158203125
699,0.01,55000,26860.357421875
703,0.0,55000,18769.103515625
703,0.5,55000,9125.326171875
703,0.1,55000,17397.29296875
703,0.9,55000,1924.8897705078125
703,0.01,55000,18697.529296875
707,0.0,55000,20446.078125
707,0.5,55000,10605.318359375
707,0.1,55000,18648.7890625
707,0.9,55000,2082.787353515625
707,0.01,55000,20358.7109375
713,0.0,55000,15308.6630859375
713,0.5,55000,7771.14013671875
713,0.1,55000,13778.45703125
713,0.9,55000,1517.9300537109375
713,0.01,55000,15178.615234375
717,0.0,55000,23992.626953125
717,0.5,55000,12483.583984375
717,0.1,55000,21878.791015625
717,0.9,55000,2440.354736328125
717,0.01,55000,23833.310546875
721,0.0,55000,13932.181640625
721,0.5,55000,7202.40087890625
721,0.1,55000,13239.51953125
721,0.9,55000,1461.190185546875
721,0.01,55000,13955.9599609375
723,0.0,55000,22033.76171875
723,0.5,55000,11331.2568359375
723,0.1,55000,19836.501953125
723,0.9,55000,2184.90771484375
723,0.01,55000,21799.580078125
731,0.0,55000,29123.982421875
731,0.5,55000,13820.4189453125
731,0.1,55000,26368.740234375
731,0.9,55000,2928.7490234375
731,0.01,55000,29036.205078125
737,0.0,55000,15609.5439453125
737,0.5,55000,7832.32763671875
737,0.1,55000,14052.6005859375
737,0.9,55000,1568.8646240234375
737,0.01,55000,15471.0400390625
745,0.0,55000,27210.296875
745,0.5,55000,14509.0517578125
745,0.1,55000,24991.1328125
745,0.9,55000,2794.7861328125
745,0.01,55000,27122.85546875
749,0.0,55000,13833.810546875
749,0.5,55000,6436.16943359375
749,0.1,55000,12726.2939453125
749,0.9,55000,1417.5911865234375
749,0.01,55000,13750.3857421875
753,0.0,55000,13724.0517578125
753,0.5,55000,8058.03955078125
753,0.1,55000,13055.392578125
753,0.9,55000,1441.135498046875
753,0.01,55000,13648.2001953125
755,0.0,55000,26882.80859375
755,0.5,55000,14883.3779296875
755,0.1,55000,25430.865234375
755,0.9,55000,2810.967529296875
755,0.01,55000,26790.861328125
763,0.0,55000,21387.439453125
763,0.5,55000,11386.623046875
763,0.1,55000,19844.720703125
763,0.9,55000,2188.5791015625
763,0.01,55000,21255.056640625
767,0.0,55000,23402.203125
767,0.5,55000,12022.548828125
767,0.1,55000,21577.095703125
767,0.9,55000,2403.02685546875
767,0.01,55000,23273.33203125
771,0.0,55000,27876.13671875
771,0.5,55000,14583.1845703125
771,0.1,55000,25585.04296875
771,0.9,55000,2843.00439453125
771,0.01,55000,27740.42578125
779,0.0,55000,23578.462890625
779,0.5,55000,12445.716796875
779,0.1,55000,22278.486328125
779,0.9,55000,2487.08251953125
779,0.01,55000,23441.591796875
781,0.0,55000,14059.6103515625
781,0.5,55000,7477.74267578125
781,0.1,55000,13166.693359375
781,0.9,55000,1463.297607421875
781,0.01,55000,14013.380859375
785,0.0,55000,25846.365234375
785,0.5,55000,13457.6494140625
785,0.1,55000,23952.224609375
785,0.9,55000,2673.164306640625
785,0.01,55000,25689.11328125
789,0.0,55000,27373.244140625
789,0.5,55000,13606.6640625
789,0.1,55000,24607.03515625
789,0.9,55000,2742.699951171875
789,0.01,55000,27121.19921875
791,0.0,55000,26705.84375
791,0.5,55000,12963.5234375
791,0.1,55000,23889.134765625
791,0.9,55000,2648.529052734375
791,0.01,55000,26549.03515625
793,0.0,55000,18623.787109375
793,0.5,55000,10441.953125
793,0.1,55000,17368.51171875
793,0.9,55000,1934.632568359375
793,0.01,55000,18525.501953125
799,0.0,55000,29876.400390625
799,0.5,55000,14860.798828125
799,0.1,55000,27451.09765625
799,0.9,55000,3051.71875
799,0.01,55000,29762.591796875
803,0.0,55000,21424.33203125
803,0.5,55000,11024.974609375
803,0.1,55000,19291.501953125
803,0.9,55000,2132.53515625
803,0.01,55000,21327.197265625
807,0.0,55000,34030.37890625
807,0.5,55000,16803.4765625
807,0.1,55000,30653.69921875
807,0.9,55000,3424.970703125
807,0.01,55000,33781.7265625
813,0.0,55000,22001.787109375
813,0.5,55000,11012.0341796875
813,0.1,55000,19806.08984375
813,0.9,55000,2193.18408203125
813,0.01,55000,21718.8984375
815,0.0,55000,25476.453125
815,0.5,55000,13683.2080078125
815,0.1,55000,24353.9453125
815,0.9,55000,2689.10107421875
815,0.01,55000,25424.302734375
817,0.0,55000,13846.6904296875
817,0.5,55000,7366.14697265625
817,0.1,55000,12545.47265625
817,0.9,55000,1405.1241455078125
817,0.01,55000,13792.8349609375
831,0.0,55000,26216.51953125
831,0.5,55000,13301.1103515625
831,0.1,55000,23739.625
831,0.9,55000,2634.363525390625
831,0.01,55000,26088.177734375
835,0.0,55000,30839.576171875
835,0.5,55000,16547.287109375
835,0.1,55000,28860.958984375
835,0.9,55000,3199.03759765625
835,0.01,55000,30693.017578125
843,0.0,55000,27313.45703125
843,0.5,55000,14475.8125
843,0.1,55000,25447.162109375
843,0.9,55000,2813.66015625
843,0.01,55000,27207.880859375
849,0.0,55000,21315.21875
849,0.5,55000,11168.7744140625
849,0.1,55000,19547.76171875
849,0.9,55000,2169.0244140625
849,0.01,55000,21189.80859375
851,0.0,55000,20444.029296875
851,0.5,55000,11265.1708984375
851,0.1,55000,18866.404296875
851,0.9,55000,2099.56884765625
851,0.01,55000,20366.720703125
865,0.0,55000,25708.576171875
865,0.5,55000,13473.5791015625
865,0.1,55000,23783.41796875
865,0.9,55000,2656.375732421875
865,0.01,55000,25535.576171875
869,0.0,55000,14374.63671875
869,0.5,55000,6897.685546875
869,0.1,55000,13047.23046875
869,0.9,55000,1447.497802734375
869,0.01,55000,14293.3134765625
871,0.0,55000,20327.326171875
871,0.5,55000,9817.548828125
871,0.1,55000,18645.544921875
871,0.9,55000,2068.71728515625
871,0.01,55000,20359.041015625
879,0.0,55000,23986.55078125
879,0.5,55000,12509.2490234375
879,0.1,55000,21985.73046875
879,0.9,55000,2446.84716796875
879,0.01,55000,23813.48046875
889,0.0,55000,16518.783203125
889,0.5,55000,8774.4189453125
889,0.1,55000,15291.7900390625
889,0.9,55000,1692.8641357421875
889,0.01,55000,16457.583984375
893,0.0,55000,15191.544921875
893,0.5,55000,7981.1640625
893,0.1,55000,13759.5087890625
893,0.9,55000,1521.51806640625
893,0.01,55000,15106.18359375
895,0.0,55000,24134.16796875
895,0.5,55000,14136.859375
895,0.1,55000,23086.74609375
895,0.9,55000,2553.47314453125
895,0.01,55000,24024.1171875
899,0.0,55000,22818.8203125
899,0.5,55000,11039.2734375
899,0.1,55000,20165.45703125
899,0.9,55000,2244.99267578125
899,0.01,55000,22684.26953125
901,0.0,55000,31238.060546875
901,0.5,55000,14935.169921875
901,0.1,55000,27909.404296875
901,0.9,55000,3093.31494140625
901,0.01,55000,31006.240234375
905,0.0,55000,24656.94921875
905,0.5,55000,13388.0986328125
905,0.1,55000,22760.515625
905,0.9,55000,2544.169921875
905,0.01,55000,24567.4609375
913,0.0,55000,13733.06640625
913,0.5,55000,7211.41015625
913,0.1,55000,12529.4033203125
913,0.9,55000,1383.447998046875
913,0.01,55000,13617.125
917,0.0,55000,13161.328125
917,0.5,55000,6233.07958984375
917,0.1,55000,12250.369140625
917,0.9,55000,1361.0977783203125
917,0.01,55000,13057.966796875
921,0.0,55000,17943.8828125
921,0.5,55000,9665.16015625
921,0.1,55000,16321.7900390625
921,0.9,55000,1813.007568359375
921,0.01,55000,17678.5078125
923,0.0,55000,22310.75390625
923,0.5,55000,11917.7900390625
923,0.1,55000,20733.6875
923,0.9,55000,2298.645751953125
923,0.01,55000,22230.52734375
933,0.0,55000,26815.46484375
933,0.5,55000,13663.205078125
933,0.1,55000,24320.51953125
933,0.9,55000,2689.634521484375
933,0.01,55000,26641.123046875
939,0.0,55000,24994.642578125
939,0.5,55000,13339.6396484375
939,0.1,55000,22983.44140625
939,0.9,55000,2553.201171875
939,0.01,55000,24828.248046875
943,0.0,55000,24928.498046875
943,0.5,55000,11204.701171875
943,0.1,55000,21418.6953125
943,0.9,55000,2377.1328125
943,0.01,55000,24800.693359375
949,0.0,55000,22975.49609375
949,0.5,55000,11300.0830078125
949,0.1,55000,20896.033203125
949,0.9,55000,2310.50390625
949,0.01,55000,22765.708984375
951,0.0,55000,34089.140625
951,0.5,55000,17024.958984375
951,0.1,55000,30765.357421875
951,0.9,55000,3418.9443359375
951,0.01,55000,33790.14453125
955,0.0,55000,30148.400390625
955,0.5,55000,16130.1669921875
955,0.1,55000,28241.576171875
955,0.9,55000,3127.94384765625
955,0.01,55000,30004.103515625
959,0.0,55000,25686.345703125
959,0.5,55000,13154.9384765625
959,0.1,55000,23256.787109375
959,0.9,55000,2590.078125
959,0.01,55000,25484.7890625
965,0.0,55000,23905.708984375
965,0.5,55000,11899.427734375
965,0.1,55000,21818.283203125
965,0.9,55000,2437.273681640625
965,0.01,55000,23674.19921875
973,0.0,55000,14307.5703125
973,0.5,55000,7235.3466796875
973,0.1,55000,13049.365234375
973,0.9,55000,1433.935302734375
973,0.01,55000,14225.3310546875
979,0.0,55000,27509.345703125
979,0.5,55000,13574.427734375
979,0.1,55000,24754.115234375
979,0.9,55000,2756.72021484375
979,0.01,55000,27363.140625
985,0.0,55000,21707.404296875
985,0.5,55000,11334.9111328125
985,0.1,55000,20220.30859375
985,0.9,55000,2259.619140625
985,0.01,55000,21563.859375
989,0.0,55000,14499.8291015625
989,0.5,55000,7574.423828125
989,0.1,55000,13415.4091796875
989,0.9,55000,1502.9705810546875
989,0.01,55000,14444.748046875
993,0.0,55000,21224.44921875
993,0.5,55000,11255.291015625
993,0.1,55000,19311.9296875
993,0.9,55000,2126.87451171875
993,0.01,55000,20943.275390625
995,0.0,55000,27217.935546875
995,0.5,55000,15208.56640625
995,0.1,55000,25797.412109375
995,0.9,55000,2850.154296875
995,0.01,55000,27109.080078125
1003,0.0,155000,84395.1484375
1003,0.5,155000,39514.3203125
1003,0.1,155000,76192.859375
1003,0.9,155000,8441.41015625
1003,0.01,155000,84012.046875
1007,0.0,155000,62305.73046875
1007,0.5,155000,32473.59375
1007,0.1,155000,57393.66015625
1007,0.9,155000,6401.5947265625
1007,0.01,155000,62035.48828125
1011,0.0,155000,65005.50390625
1011,0.5,155000,33331.70703125
1011,0.1,155000,58739.29296875
1011,0.9,155000,6526.39208984375
1011,0.01,155000,64492.55078125
1027,0.0,155000,63631.09765625
1027,0.5,155000,29698.068359375
1027,0.1,155000,58002.90625
1027,0.9,155000,6457.177734375
1027,0.01,155000,63127.5390625
1037,0.0,155000,83645.1640625
1037,0.5,155000,45782.0546875
1037,0.1,155000,78534.28125
1037,0.9,155000,8737.2451171875
1037,0.01,155000,83338.8515625
1041,0.0,155000,38986.1171875
1041,0.5,155000,22743.5078125
1041,0.1,155000,37005.72265625
1041,0.9,155000,4112.61279296875
1041,0.01,155000,38801.125
1043,0.0,155000,65095.64453125
1043,0.5,155000,32487.505859375
1043,0.1,155000,59810.0859375
1043,0.9,155000,6628.50146484375
1043,0.01,155000,64786.5546875
1047,0.0,155000,71399.84375
1047,0.5,155000,37620.171875
1047,0.1,155000,65123.05859375
1047,0.9,155000,7272.90283203125
1047,0.01,155000,70811.28125
1055,0.0,155000,78292.3046875
1055,0.5,155000,42907.91796875
1055,0.1,155000,73780.2734375
1055,0.9,155000,8155.1611328125
1055,0.01,155000,77956.8671875
1057,0.0,155000,38429.203125
1057,0.5,155000,21056.04296875
1057,0.1,155000,35801.23046875
1057,0.9,155000,3998.302978515625
1057,0.01,155000,38242.5859375
1059,0.0,155000,80148.0078125
1059,0.5,155000,40907.453125
1059,0.1,155000,73291.140625
1059,0.9,155000,8171.6953125
1059,0.01,155000,79765.171875
1067,0.0,155000,64214.0703125
1067,0.5,155000,29897.78515625
1067,0.1,155000,58487.2421875
1067,0.9,155000,6523.13671875
1067,0.01,155000,63880.5703125
1073,0.0,155000,57077.90625
1073,0.5,155000,28910.8828125
1073,0.1,155000,52006.33203125
1073,0.9,155000,5771.71630859375
1073,0.01,155000,56512.96875
1077,0.0,155000,77559.875
1077,0.5,155000,38536.59765625
1077,0.1,155000,69862.0859375
1077,0.9,155000,7789.37744140625
1077,0.01,155000,76884.359375
1079,0.0,155000,59132.7890625
1079,0.5,155000,27753.916015625
1079,0.1,155000,55033.94921875
1079,0.9,155000,6120.94189453125
1079,0.01,155000,58858.734375
1081,0.0,155000,46078.5625
1081,0.5,155000,22289.318359375
1081,0.1,155000,40272.390625
1081,0.9,155000,4471.25439453125
1081,0.01,155000,45311.41015625
1099,0.0,155000,56445.640625
1099,0.5,155000,28187.896484375
1099,0.1,155000,50509.734375
1099,0.9,155000,5607.30126953125
1099,0.01,155000,55789.765625
1101,0.0,155000,56237.62890625
1101,0.5,155000,29300.01171875
1101,0.1,155000,51419.796875
1101,0.9,155000,5712.287109375
1101,0.01,155000,55708.5625
1111,0.0,155000,59262.9140625
1111,0.5,155000,28675.51953125
1111,0.1,155000,54360.18359375
1111,0.9,155000,6035.31103515625
1111,0.01,155000,58962.203125
1115,0.0,155000,84593.1640625
1115,0.5,155000,42827.19921875
1115,0.1,155000,77932.1796875
1115,0.9,155000,8621.208984375
1115,0.01,155000,84103.8203125
1119,0.0,155000,74498.5625
1119,0.5,155000,38065.62890625
1119,0.1,155000,67696.671875
1119,0.9,155000,7514.43017578125
1119,0.01,155000,73935.625
1121,0.0,155000,38839.6875
1121,0.5,155000,17883.529296875
1121,0.1,155000,33540.50390625
1121,0.9,155000,3722.641357421875
1121,0.01,155000,38496.15625
1133,0.0,155000,43129.421875
1133,0.5,155000,22026.11328125
1133,0.1,155000,38381.91015625
1133,0.9,155000,4253.5986328125
1133,0.01,155000,42782.23046875
1135,0.0,155000,67760.703125
1135,0.5,155000,35836.4609375
1135,0.1,155000,64899.7578125
1135,0.9,155000,7186.9072265625
1135,0.01,155000,67505.1953125
1137,0.0,155000,56699.1015625
1137,0.5,155000,30724.08984375
1137,0.1,155000,52089.2421875
1137,0.9,155000,5810.89306640625
1137,0.01,155000,56257.9921875
1139,0.0,155000,80614.765625
1139,0.5,155000,40070.14453125
1139,0.1,155000,74605.2109375
1139,0.9,155000,8289.609375
1139,0.01,155000,80404.1328125
1141,0.0,155000,42869.828125
1141,0.5,155000,21254.9140625
1141,0.1,155000,40065.85546875
1141,0.9,155000,4442.17138671875
1141,0.01,155000,42621.1875
1145,0.0,155000,65073.390625
1145,0.5,155000,35304.4921875
1145,0.1,155000,60908.40234375
1145,0.9,155000,6785.99755859375
1145,0.01,155000,64661.71484375
1147,0.0,155000,53603.59765625
1147,0.5,155000,28746.498046875
1147,0.1,155000,49006.0703125
1147,0.9,155000,5467.4501953125
1147,0.01,155000,53432.80078125
1149,0.0,155000,77266.4375
1149,0.5,155000,38310.40625
1149,0.1,155000,69503.7578125
1149,0.9,155000,7716.166015625
1149,0.01,155000,76560.65625
1157,0.0,155000,75979.7734375
1157,0.5,155000,36148.76171875
1157,0.1,155000,68332.546875
1157,0.9,155000,7611.13037109375
1157,0.01,155000,75596.2734375
1159,0.0,155000,54221.37109375
1159,0.5,155000,28202.38671875
1159,0.1,155000,49840.46875
1159,0.9,155000,5547.453125
1159,0.01,155000,54100.26953125
1165,0.0,155000,91995.265625
1165,0.5,155000,45761.0859375
1165,0.1,155000,83481.984375
1165,0.9,155000,9311.8564453125
1165,0.01,155000,91348.2421875
1167,0.0,155000,67751.15625
1167,0.5,155000,35235.11328125
1167,0.1,155000,61950.125
1167,0.9,155000,6900.2265625
1167,0.01,155000,67215.4921875
1169,0.0,155000,51669.94140625
1169,0.5,155000,26243.4296875
1169,0.1,155000,46797.98828125
1169,0.9,155000,5201.58349609375
1169,0.01,155000,51381.046875
1177,0.0,155000,38711.54296875
1177,0.5,155000,19525.833984375
1177,0.1,155000,35247.98046875
1177,0.9,155000,3931.114013671875
1177,0.01,155000,38378.796875
1189,0.0,155000,73533.875
1189,0.5,155000,38715.734375
1189,0.1,155000,67944.5625
1189,0.9,155000,7571.2080078125
1189,0.01,155000,72965.7734375
1191,0.0,155000,72763.7890625
1191,0.5,155000,37298.52734375
1191,0.1,155000,65722.984375
1191,0.9,155000,7295.70166015625
1191,0.01,155000,72147.28125
1195,0.0,155000,80785.0078125
1195,0.5,155000,44163.3671875
1195,0.1,155000,76158.8515625
1195,0.9,155000,8423.435546875
1195,0.01,155000,80379.0546875
1199,0.0,155000,56884.99609375
1199,0.5,155000,28908.09765625
1199,0.1,155000,51532.5859375
1199,0.9,155000,5731.0087890625
1199,0.01,155000,56565.4453125
1203,0.0,155000,67033.640625
1203,0.5,155000,33384.85546875
1203,0.1,155000,59988.4296875
1203,0.9,155000,6634.40966796875
1203,0.01,155000,66293.6015625
1205,0.0,155000,70583.0859375
1205,0.5,155000,36080.97265625
1205,0.1,155000,64247.6328125
1205,0.9,155000,7170.01806640625
1205,0.01,155000,69947.625
1207,0.0,155000,82514.21875
1207,0.5,155000,44386.3828125
1207,0.1,155000,78305.6796875
1207,0.9,155000,8725.16796875
1207,0.01,155000,82248.7265625
1211,0.0,155000,80416.8046875
1211,0.5,155000,39363.53125
1211,0.1,155000,71394.9375
1211,0.9,155000,7932.95361328125
1211,0.01,155000,79754.9375
1219,0.0,155000,65345.39453125
1219,0.5,155000,31601.2109375
1219,0.1,155000,59333.125
1219,0.9,155000,6588.54443359375
1219,0.01,155000,65086.3515625
1227,0.0,155000,70870.453125
1227,0.5,155000,35872.82421875
1227,0.1,155000,64443.2578125
1227,0.9,155000,7179.6103515625
1227,0.01,155000,70329.234375
1241,0.0,155000,82367.265625
1241,0.5,155000,42063.08984375
1241,0.1,155000,76021.4296875
1241,0.9,155000,8431.6455078125
1241,0.01,155000,81953.7890625
1243,0.0,155000,72761.6015625
1243,0.5,155000,35919.05078125
1243,0.1,155000,66367.34375
1243,0.9,155000,7367.21142578125
1243,0.01,155000,72384.3046875
1247,0.0,155000,62095.046875
1247,0.5,155000,30876.404296875
1247,0.1,155000,57224.78515625
1247,0.9,155000,6376.76123046875
1247,0.01,155000,61832.171875
1253,0.0,155000,38868.44140625
1253,0.5,155000,21764.841796875
1253,0.1,155000,35759.28125
1253,0.9,155000,3963.114013671875
1253,0.01,155000,38581.296875
1255,0.0,155000,79912.390625
1255,0.5,155000,43075.734375
1255,0.1,155000,73009.1796875
1255,0.9,155000,8092.56396484375
1255,0.01,155000,79152.5078125
1257,0.0,155000,48283.14453125
1257,0.5,155000,26776.494140625
1257,0.1,155000,45275.71875
1257,0.9,155000,5051.75537109375
1257,0.01,155000,48086.109375
1261,0.0,155000,66882.234375
1261,0.5,155000,35512.46875
1261,0.1,155000,61285.76953125
1261,0.9,155000,6810.88037109375
1261,0.01,155000,66346.984375
1263,0.0,155000,66759.8828125
1263,0.5,155000,34705.59765625
1263,0.1,155000,60544.25
1263,0.9,155000,6714.2744140625
1263,0.01,155000,66306.4921875
1267,0.0,155000,51980.26171875
1267,0.5,155000,25710.587890625
1267,0.1,155000,47868.9609375
1267,0.9,155000,5331.70166015625
1267,0.01,155000,51764.9453125
1271,0.0,155000,65198.79296875
1271,0.5,155000,31948.626953125
1271,0.1,155000,59909.671875
1271,0.9,155000,6664.77294921875
1271,0.01,155000,64877.63671875
1273,0.0,155000,37006.6796875
1273,0.5,155000,18588.61328125
1273,0.1,155000,33359.91796875
1273,0.9,155000,3704.154541015625
1273,0.01,155000,36795.81640625
1285,0.0,155000,79620.546875
1285,0.5,155000,40496.19921875
1285,0.1,155000,71959.6328125
1285,0.9,155000,8025.10546875
1285,0.01,155000,78998.96875
1293,0.0,155000,75920.125
1293,0.5,155000,37514.94921875
1293,0.1,155000,67694.3984375
1293,0.9,155000,7507.0419921875
1293,0.01,155000,75127.6640625
1299,0.0,155000,65503.22265625
1299,0.5,155000,33138.1796875
1299,0.1,155000,58223.94140625
1299,0.9,155000,6474.896484375
1299,0.01,155000,64713.1796875
1313,0.0,155000,56000.09765625
1313,0.5,155000,30391.689453125
1313,0.1,155000,51387.84765625
1313,0.9,155000,5701.17431640625
1313,0.01,155000,55593.16015625
1315,0.0,155000,87158.0234375
1315,0.5,155000,46301.234375
1315,0.1,155000,81273.1328125
1315,0.9,155000,8999.33203125
1315,0.01,155000,86569.1015625
1317,0.0,155000,55967.42578125
1317,0.5,155000,29382.275390625
1317,0.1,155000,50961.234375
1317,0.9,155000,5678.1796875
1317,0.01,155000,55428.2265625
1329,0.0,155000,38867.8359375
1329,0.5,155000,22582.205078125
1329,0.1,155000,36627.84375
1329,0.9,155000,4074.7509765625
1329,0.01,155000,38570.5546875
1333,0.0,155000,35544.46484375
1333,0.5,155000,18259.0390625
1333,0.1,155000,32632.865234375
1333,0.9,155000,3626.456787109375
1333,0.01,155000,35345.74609375
1337,0.0,155000,51743.625
1337,0.5,155000,25740.06640625
1337,0.1,155000,46509.24609375
1337,0.9,155000,5186.20703125
1337,0.01,155000,51399.29296875
1339,0.0,155000,56842.32421875
1339,0.5,155000,29052.791015625
1339,0.1,155000,54420.59765625
1339,0.9,155000,6053.15283203125
1339,0.01,155000,56836.65234375
1343,0.0,155000,82545.015625
1343,0.5,155000,45902.66015625
1343,0.1,155000,77971.640625
1343,0.9,155000,8648.2373046875
1343,0.01,155000,82313.3984375
1345,0.0,155000,72378.3828125
1345,0.5,155000,37760.53125
1345,0.1,155000,66703.375
1345,0.9,155000,7438.095703125
1345,0.01,155000,71867.4921875
1347,0.0,155000,73442.1875
1347,0.5,155000,38426.5390625
1347,0.1,155000,67021.5390625
1347,0.9,155000,7462.06591796875
1347,0.01,155000,72838.9921875
1349,0.0,155000,40185.81640625
1349,0.5,155000,20450.482421875
1349,0.1,155000,36228.68359375
1349,0.9,155000,4020.84521484375
1349,0.01,155000,39934.83984375
1351,0.0,155000,62640.1640625
1351,0.5,155000,33508.5390625
1351,0.1,155000,56951.53125
1351,0.9,155000,6311.30712890625
1351,0.01,155000,62405.0
1355,0.0,155000,80297.296875
1355,0.5,155000,43744.68359375
1355,0.1,155000,75078.328125
1355,0.9,155000,8314.9697265625
1355,0.01,155000,79962.4765625
1357,0.0,155000,39690.046875
1357,0.5,155000,20480.521484375
1357,0.1,155000,36043.12890625
1357,0.9,155000,4014.617431640625
1357,0.01,155000,39362.00390625
1363,0.0,155000,66211.5
1363,0.5,155000,34732.2265625
1363,0.1,155000,60778.2578125
1363,0.9,155000,6734.4404296875
1363,0.01,155000,65941.4609375
1371,0.0,155000,73040.765625
1371,0.5,155000,37201.41015625
1371,0.1,155000,66424.4140625
1371,0.9,155000,7385.396484375
1371,0.01,155000,72540.4921875
1379,0.0,155000,63399.4921875
1379,0.5,155000,31609.822265625
1379,0.1,155000,57422.859375
1379,0.9,155000,6388.5625
1379,0.01,155000,62964.203125
1383,0.0,155000,87144.1328125
1383,0.5,155000,42944.3671875
1383,0.1,155000,78458.9140625
1383,0.9,155000,8685.8916015625
1383,0.01,155000,86323.3515625
1385,0.0,155000,72871.6015625
1385,0.5,155000,37341.8359375
1385,0.1,155000,67152.75
1385,0.9,155000,7491.015625
1385,0.01,155000,72313.546875
1387,0.0,155000,59262.140625
1387,0.5,155000,27334.634765625
1387,0.1,155000,51887.7421875
1387,0.9,155000,5791.0048828125
1387,0.01,155000,59207.23828125
1389,0.0,155000,57650.06640625
1389,0.5,155000,29530.375
1389,0.1,155000,52676.890625
1389,0.9,155000,5852.56982421875
1389,0.01,155000,57207.6484375
1391,0.0,155000,65316.28515625
1391,0.5,155000,35751.21484375
1391,0.1,155000,59560.01171875
1391,0.9,155000,6613.49462890625
1391,0.01,155000,64924.265625
1393,0.0,155000,43042.53515625
1393,0.5,155000,22648.16796875
1393,0.1,155000,39866.828125
1393,0.9,155000,4421.76318359375
1393,0.01,155000,42679.48046875
1397,0.0,155000,40948.19921875
1397,0.5,155000,21336.357421875
1397,0.1,155000,38147.265625
1397,0.9,155000,4243.01806640625
1397,0.01,155000,40667.8359375
1401,0.0,155000,38924.93359375
1401,0.5,155000,22713.470703125
1401,0.1,155000,36988.39453125
1401,0.9,155000,4112.12939453125
1401,0.01,155000,38721.91796875
1403,0.0,155000,56202.1640625
1403,0.5,155000,28803.818359375
1403,0.1,155000,51016.74609375
1403,0.9,155000,5651.90625
1403,0.01,155000,55969.47265625
1405,0.0,155000,78848.640625
1405,0.5,155000,39540.9375
1405,0.1,155000,71527.25
1405,0.9,155000,7984.60009765625
1405,0.01,155000,78114.7890625
1411,0.0,155000,84493.3125
1411,0.5,155000,37838.02734375
1411,0.1,155000,73779.5390625
1411,0.9,155000,8190.7197265625
1411,0.01,155000,83945.5859375
1415,0.0,155000,84363.78125
1415,0.5,155000,43231.32421875
1415,0.1,155000,77843.3515625
1415,0.9,155000,8622.5810546875
1415,0.01,155000,83747.390625
1417,0.0,155000,57074.19921875
1417,0.5,155000,26717.681640625
1417,0.1,155000,51847.8046875
1417,0.9,155000,5775.14306640625
1417,0.01,155000,56722.15234375
1437,0.0,155000,77370.3125
1437,0.5,155000,38463.35546875
1437,0.1,155000,69699.65625
1437,0.9,155000,7760.3349609375
1437,0.01,155000,76708.375
1441,0.0,155000,33714.10546875
1441,0.5,155000,17210.4921875
1441,0.1,155000,31681.220703125
1441,0.9,155000,3528.857177734375
1441,0.01,155000,33464.875
1457,0.0,155000,41432.5078125
1457,0.5,155000,20014.546875
1457,0.1,155000,37073.625
1457,0.9,155000,4133.296875
1457,0.01,155000,41156.01953125
1461,0.0,155000,62933.5625
1461,0.5,155000,31864.7109375
1461,0.1,155000,56878.4765625
1461,0.9,155000,6306.8818359375
1461,0.01,155000,62234.0
1465,0.0,155000,58304.86328125
1465,0.5,155000,30071.900390625
1465,0.1,155000,54454.765625
1465,0.9,155000,6068.5390625
1465,0.01,155000,57863.8515625
1469,0.0,155000,77064.90625
1469,0.5,155000,38883.64453125
1469,0.1,155000,70813.5625
1469,0.9,155000,7877.4267578125
1469,0.01,155000,76590.390625
1473,0.0,155000,47202.44140625
1473,0.5,155000,26145.3984375
1473,0.1,155000,44270.3515625
1473,0.9,155000,4916.45361328125
1473,0.01,155000,47020.99609375
1477,0.0,155000,41656.44921875
1477,0.5,155000,22180.04296875
1477,0.1,155000,38655.0
1477,0.9,155000,4319.26171875
1477,0.01,155000,41507.75
1497,0.0,155000,60405.5078125
1497,0.5,155000,31531.974609375
1497,0.1,155000,55169.53125
1497,0.9,155000,6140.50048828125
1497,0.01,155000,60024.32421875
1501,0.0,155000,36758.796875
1501,0.5,155000,19168.671875
